OTU_ID	taxonomy	June_30m_Cellular.rDNA	May_30m_Cellular.rRNA	May_30m_Extracellular.rRNA	May_0m_Cellular.rRNA	June_30m_Cellular.rRNA	June_100m_Cellular.rRNA	June_265m_Cellular.rRNA	May_5m_Cellular.rRNA	May_30m_Cellular.rRNA	May_100m_Cellular.rRNA	May_265m_Cellular.rRNA	June_0m_Cellular.rRNA	June_5m_Cellular.rRNA	May_0m_Cellular.rDNA	June_30m_Cellular.rDNA	June_100m_Cellular.rDNA	June_265m_Cellular.rDNA	May_5m_Cellular.rDNA	May_30m_Cellular.rDNA	May_100m_Cellular.rDNA	May_265m_Cellular.rDNA	June_0m_Cellular.rDNA	June_5m_Cellular.rDNA	May_0m_Extracellular.rRNA	June_30m_Extracellular.rRNA	June_100m_Extracellular.rRNA	June_265m_Extracellular.rRNA	May_5m_Extracellular.rRNA	May_30m_Extracellular.rRNA	May_100m_Extracellular.rRNA	May_265m_Extracellular.rRNA	June_0m_Extracellular.rRNA	June_5m_Extracellular.rRNA	taxonomy
ASV15623	k_Bacteria;p_Planctomycetes;c_Planctomycetacia;o_Pirellulales;f_Pirellulaceae;g_Blastopirellula;s_uncultured planctomycete 8FN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Planctomycetes;c_Planctomycetacia;o_Pirellulales;f_Pirellulaceae;g_Blastopirellula;s_uncultured planctomycete 8FN
ASV15629	k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales;f_P3OB-42;g_uncultured myxobacterium HF0130_06F04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales;f_P3OB-42;g_uncultured myxobacterium HF0130_06F04
ASV1563	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae
ASV15634	k_Bacteria;p_Marinimicrobia (SAR406 clade);c_Marinimicrobia bacterium SCGC AAA160-I06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Marinimicrobia (SAR406 clade);c_Marinimicrobia bacterium SCGC AAA160-I06
ASV15641	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Thiomicrospirales;f_Thioglobaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Thiomicrospirales;f_Thioglobaceae
ASV15642	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_SAR11 clade	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_SAR11 clade
ASV15643	k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfobacterales;f_Desulfobacteraceae;g_Sva0081 sediment group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfobacterales;f_Desulfobacteraceae;g_Sva0081 sediment group
ASV15644	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae
ASV15646	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae
ASV15652	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cellvibrionales;f_Halieaceae;g_Luminiphilus	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cellvibrionales;f_Halieaceae;g_Luminiphilus
ASV15655	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_NS9 marine group	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_NS9 marine group
ASV15656	k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_NB1-j	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_NB1-j
ASV15657	k_Bacteria;p_Verrucomicrobia;c_Verrucomicrobiae;o_Verrucomicrobiales;f_Rubritaleaceae;g_Rubritalea	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Verrucomicrobia;c_Verrucomicrobiae;o_Verrucomicrobiales;f_Rubritaleaceae;g_Rubritalea
ASV15659	k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_SAR324 clade(Marine group B)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_SAR324 clade(Marine group B)
ASV15660	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_Aureispira;s_Saprospira sp. CNJ640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_Aureispira;s_Saprospira sp. CNJ640
ASV15661	k_Bacteria;p_Verrucomicrobia;c_Verrucomicrobiae;o_Opitutales;f_Puniceicoccaceae;g_MB11C04 marine group;s_uncultured Verrucomicrobiales bacterium HF0130_14P10	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Verrucomicrobia;c_Verrucomicrobiae;o_Opitutales;f_Puniceicoccaceae;g_MB11C04 marine group;s_uncultured Verrucomicrobiales bacterium HF0130_14P10
ASV15669	k_Bacteria;p_Cyanobacteria;c_Oxyphotobacteria;o_Phormidesmiales;f_Phormidesmiaceae;g_Phormidesmis ANT.LACV5.1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Cyanobacteria;c_Oxyphotobacteria;o_Phormidesmiales;f_Phormidesmiaceae;g_Phormidesmis ANT.LACV5.1
ASV15672	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Oceanospirillales;f_Halomonadaceae;g_Cobetia	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Oceanospirillales;f_Halomonadaceae;g_Cobetia
ASV15673	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Betaproteobacteriales;f_Burkholderiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Betaproteobacteriales;f_Burkholderiaceae
ASV15677	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Oceanospirillales;f_Nitrincolaceae;g_uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Oceanospirillales;f_Nitrincolaceae;g_uncultured
ASV15678	k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Bradymonadales	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Bradymonadales
ASV15679	k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Bdellovibrionales;f_Bdellovibrionaceae;g_OM27 clade	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Bdellovibrionales;f_Bdellovibrionaceae;g_OM27 clade
ASV15683	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_NS7 marine group;g_seawater metagenome	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_NS7 marine group;g_seawater metagenome
ASV15684	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Puniceispirillales;f_SAR116 clade	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Puniceispirillales;f_SAR116 clade
ASV15692	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae
ASV15696	k_Bacteria;p_Planctomycetes;c_BD7-11;o_uncultured bacterium	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Planctomycetes;c_BD7-11;o_uncultured bacterium
ASV15699	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Magnetospiraceae;g_Magnetospira;s_uncultured marine bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Magnetospiraceae;g_Magnetospira;s_uncultured marine bacterium
ASV1570	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_NS4 marine group	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_NS4 marine group
ASV15702	k_Bacteria;p_Nitrospinae;c_Nitrospinia;o_Nitrospinales;f_Nitrospinaceae;g_Nitrospina	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Nitrospinae;c_Nitrospinia;o_Nitrospinales;f_Nitrospinaceae;g_Nitrospina
ASV15706	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Sulfitobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Sulfitobacter
ASV15708	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_NS7 marine group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_NS7 marine group
ASV15709	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cellvibrionales;f_Porticoccaceae;g_SAR92 clade	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cellvibrionales;f_Porticoccaceae;g_SAR92 clade
ASV1571	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_uncultured
ASV15710	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_SAR86 clade	13	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_SAR86 clade
ASV15711	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_Lewinella;s_uncultured marine bacterium	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_Lewinella;s_uncultured marine bacterium
ASV15712	k_Archaea;p_Thaumarchaeota;c_Nitrososphaeria;o_Nitrosopumilales;f_Nitrosopumilaceae;g_Candidatus Nitrosopumilus	102	0	0	0	115	39	190	0	0	448	143	0	0	0	102	201	129	0	0	366	132	0	0	0	0	0	0	0	0	36	0	0	0	k_Archaea;p_Thaumarchaeota;c_Nitrososphaeria;o_Nitrosopumilales;f_Nitrosopumilaceae;g_Candidatus Nitrosopumilus
ASV15715	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae
ASV15719	k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Oligoflexales;f_Oligoflexaceae;g_uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Oligoflexales;f_Oligoflexaceae;g_uncultured
ASV1572	k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Bdellovibrionales;f_Bdellovibrionaceae;g_OM27 clade	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Bdellovibrionales;f_Bdellovibrionaceae;g_OM27 clade
ASV15722	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Hyphomonadaceae;g_Hyphomonas	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Hyphomonadaceae;g_Hyphomonas
ASV15724	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_NS9 marine group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_NS9 marine group
ASV15726	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
ASV15729	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Formosa	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Formosa
ASV1573	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae
ASV15731	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Cryomorphaceae;g_uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Cryomorphaceae;g_uncultured
ASV15732	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
ASV15733	k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Bdellovibrionales;f_Bdellovibrionaceae;g_OM27 clade	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Bdellovibrionales;f_Bdellovibrionaceae;g_OM27 clade
ASV15736	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales
ASV15742	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Reyranellales;f_Reyranellaceae;g_Reyranella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Reyranellales;f_Reyranellaceae;g_Reyranella
ASV15743	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_SAR11 clade	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_SAR11 clade
ASV15745	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Magnetospiraceae;g_uncultured;s_hydrothermal vent metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Magnetospiraceae;g_uncultured;s_hydrothermal vent metagenome
ASV15749	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_SAR11 clade;f_Clade I;g_Clade Ia	337	0	0	0	0	132	0	0	0	381	0	142	0	0	337	203	0	0	0	249	0	186	248	0	0	202	0	0	0	0	0	65	0	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_SAR11 clade;f_Clade I;g_Clade Ia
ASV15751	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
ASV15757	k_Bacteria;p_Planctomycetes;c_Pla3 lineage;o_hydrothermal vent metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Planctomycetes;c_Pla3 lineage;o_hydrothermal vent metagenome
ASV15759	k_Bacteria;p_Planctomycetes;c_Planctomycetacia;o_Pirellulales;f_Pirellulaceae;g_Blastopirellula	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Planctomycetes;c_Planctomycetacia;o_Pirellulales;f_Pirellulaceae;g_Blastopirellula
ASV1576	k_Bacteria;p_Planctomycetes;c_Pla3 lineage;o_hydrothermal vent metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Planctomycetes;c_Pla3 lineage;o_hydrothermal vent metagenome
ASV15761	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Betaproteobacteriales;f_Burkholderiaceae	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Betaproteobacteriales;f_Burkholderiaceae
ASV15762	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae
ASV15765	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Puniceispirillales;f_SAR116 clade	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Puniceispirillales;f_SAR116 clade
ASV1577	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae
ASV15771	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_SAR11 clade;f_Clade I	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_SAR11 clade;f_Clade I
ASV15773	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae
ASV15777	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Alteromonadaceae;g_Glaciecola;s_uncultured bacterium	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Alteromonadaceae;g_Glaciecola;s_uncultured bacterium
ASV15779	k_Bacteria;p_Chloroflexi;c_Dehalococcoidia;o_SAR202 clade	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Chloroflexi;c_Dehalococcoidia;o_SAR202 clade
ASV1578	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Puniceispirillales;f_SAR116 clade	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Puniceispirillales;f_SAR116 clade
ASV15780	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_NS5 marine group;s_seawater metagenome	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_NS5 marine group;s_seawater metagenome
ASV15781	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae
ASV15783	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Betaproteobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Betaproteobacteriales
ASV15785	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae
ASV15787	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria
ASV15788	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
ASV15790	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacteriales;f_Enterobacteriaceae	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	769	0	103	89	827	499	67	0	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacteriales;f_Enterobacteriaceae
ASV15791	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_NS4 marine group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_NS4 marine group
